Budget_ID,Date_ID,Budget_Period,Account_ID,Business_Line_ID,Employee_ID,Budget_Version,Budget_Type,Budget_Category,Cost_Center,Project_Code,Budgeted_Amount,Actual_Amount,Committed_Amount,Forecast_Amount,Budget_Owner,Approval_Status,Approved_By,Notes,Approval_Date,Last_Modified_Date,Variance,Variance_Pct,Available_Budget,Utilization_Pct,Forecast_Variance
4102,20230502,2023-05-02 00:00:00,ACC40001,BL004,EMP00110,V2_Revised,Project-Based,Revenue,CC-2214,PROJ-001,17944.47,103105.69,57299.53,17521.33,EMP00013,Approved,EMP00019,,2023-05-06 00:00:00,2023-05-02 00:00:00,85161.22,474.58,-39355.06,574.58,-423.14
4103,20230706,2023-07-06 00:00:00,ACC10001,BL003,EMP00010,V2_Revised,Monthly,OPEX,CC-4578,,36606.26,37784.99,2856.39,18609.93,EMP00030,Draft,EMP00093,Needs Review,2023-07-19 00:00:00,2023-07-20 00:00:00,1178.73,3.22,33749.87,103.22,-17996.33
4104,20240603,2024-06-03 00:00:00,ACC30004,BL002,EMP00096,V2_Revised,Monthly,Revenue,CC-2302,,53628.4,64779.66,74514.35,24797.56,EMP00009,Approved,EMP00199,,2024-06-12 00:00:00,2024-06-08 00:00:00,11151.26,20.79,-20885.95,120.79,-28830.84
4105,20231110,2023-11-10 00:00:00,ACC30001,BL005,EMP00114,V2_Revised,Monthly,OPEX,CC-7023,,14870.05,62141.35,80384.59,37465.88,EMP00056,Approved,EMP00009,,2023-11-23 00:00:00,2023-12-04 00:00:00,47271.3,317.9,-65514.54,417.9,22595.83
4106,20230713,2023-07-13 00:00:00,ACC40003,BL002,EMP00200,V3_Final,Project-Based,OPEX,CC-8940,,69470.95,36904.89,29998.5,49373.96,EMP00139,Approved,EMP00099,,2023-07-24 00:00:00,2023-07-26 00:00:00,-32566.06,-46.88,39472.45,53.12,-20096.99
4107,20231013,2023-10-13 00:00:00,ACC30003,BL005,EMP00087,V3_Final,Quarterly,Revenue,CC-4437,PROJ-002,64804.8,80899.59,1400.86,31098.66,EMP00033,Approved,EMP00082,,2023-10-22 00:00:00,2023-11-01 00:00:00,16094.79,24.84,63403.94,124.84,-33706.14
4108,20231007,2023-10-07 00:00:00,ACC60001,BL005,EMP00119,V1_Original,Monthly,OPEX,CC-9359,,17985.25,79045.49,67405.71,42796.69,EMP00165,Pending,EMP00161,Over Budget,2023-10-11 00:00:00,2023-10-15 00:00:00,61060.24,339.5,-49420.46,439.5,24811.44
4109,20231226,2023-12-26 00:00:00,ACC50001,BL005,EMP00209,V2_Revised,Monthly,Headcount,CC-3674,,36580.5,45061.19,37573.75,12120.51,EMP00063,Approved,EMP00061,,2023-12-28 00:00:00,2024-01-02 00:00:00,8480.69,23.18,-993.25,123.18,-24459.99
4110,20250527,2025-05-27 00:00:00,ACC30004,BL003,EMP00087,V2_Revised,Quarterly,CAPEX,CC-1631,,79446.91,91156.64,17605.28,60042.79,EMP00198,Approved,EMP00093,Under Budget,2025-06-09 00:00:00,2025-06-21 00:00:00,11709.73,14.74,61841.63,114.74,-19404.12
4111,20240925,2024-09-25 00:00:00,ACC40001,BL002,EMP00097,V2_Revised,Annual,OPEX,CC-3025,,42813.39,102778.3,43530.23,44958.23,EMP00187,Approved,EMP00019,,2024-10-08 00:00:00,2024-10-17 00:00:00,59964.91,140.06,-716.84,240.06,2144.84
4112,20250725,2025-07-25 00:00:00,ACC60001,BL006,EMP00176,V2_Revised,Monthly,Revenue,CC-1451,PROJ-001,25446.45,34103.94,9742.93,66158.66,EMP00200,Approved,EMP00217,Needs Review,2025-07-27 00:00:00,2025-08-16 00:00:00,8657.49,34.02,15703.52,134.02,40712.21
4113,20240527,2024-05-27 00:00:00,ACC50001,BL001,EMP00141,V2_Revised,Quarterly,OPEX,CC-9944,,34280.45,84411.57,87527.86,30067.56,EMP00106,Approved,EMP00226,,2024-05-28 00:00:00,2024-06-23 00:00:00,50131.12,146.24,-53247.41,246.24,-4212.89
4114,20230325,2023-03-25 00:00:00,ACC60001,BL005,EMP00009,V1_Original,Project-Based,Revenue,CC-9141,,75813.93,69002.23,16503.43,55730.18,EMP00203,Pending,EMP00180,Under Budget,2023-04-01 00:00:00,2023-03-25 00:00:00,-6811.7,-8.98,59310.5,91.02,-20083.75
4115,20240113,2024-01-13 00:00:00,ACC40003,BL003,EMP00079,V2_Revised,Annual,OPEX,CC-9726,PROJ-002,86990.71,41307.07,61057.49,74733.85,EMP00215,Pending,EMP00066,Over Budget,2024-01-14 00:00:00,2024-01-29 00:00:00,-45683.64,-52.52,25933.22,47.48,-12256.86
4116,20231112,2023-11-12 00:00:00,ACC10002,BL002,EMP00110,V2_Revised,Project-Based,CAPEX,CC-3104,,16942.72,91261.98,68364.36,43590.96,EMP00150,Approved,EMP00147,,2023-11-25 00:00:00,2023-12-02 00:00:00,74319.26,438.65,-51421.64,538.65,26648.24
4117,20251114,2025-11-14 00:00:00,ACC50001,BL006,EMP00163,V1_Original,Project-Based,OPEX,CC-2962,,58382.11,105233.68,84357.4,2172.99,EMP00119,Approved,EMP00093,On Track,2025-11-22 00:00:00,2025-11-16 00:00:00,46851.57,80.25,-25975.29,180.25,-56209.12
4118,20240912,2024-09-12 00:00:00,ACC20002,BL004,EMP00165,V2_Revised,Monthly,CAPEX,CC-7121,PROJ-003,55300.16,17598.24,62962.66,9561.67,EMP00248,Approved,EMP00041,,2024-09-15 00:00:00,2024-10-02 00:00:00,-37701.92,-68.18,-7662.5,31.82,-45738.49
4119,20240624,2024-06-24 00:00:00,ACC30002,BL005,EMP00178,V3_Final,Quarterly,Revenue,CC-5858,,99993.13,29935.56,55311.86,60703.16,EMP00234,Approved,EMP00222,,2024-07-07 00:00:00,2024-07-22 00:00:00,-70057.57,-70.06,44681.27,29.94,-39289.97
4120,20250629,2025-06-29 00:00:00,ACC40002,BL003,EMP00073,V2_Revised,Monthly,OPEX,CC-2327,PROJ-001,97071.5,87181.22,46475.64,11758.11,EMP00028,Approved,EMP00145,,2025-07-07 00:00:00,2025-07-14 00:00:00,-9890.28,-10.19,50595.86,89.81,-85313.39
4121,20240514,2024-05-14 00:00:00,ACC40001,BL004,EMP00073,V2_Revised,Monthly,CAPEX,CC-2100,PROJ-001,10035.78,23949.73,27358.47,86192.34,EMP00113,Approved,EMP00190,,2024-05-19 00:00:00,2024-05-22 00:00:00,13913.95,138.64,-17322.69,238.64,76156.56
4122,20240618,2024-06-18 00:00:00,ACC30004,BL002,EMP00243,V1_Original,Annual,OPEX,CC-9896,,13834.89,61880.89,78690.74,51373.39,EMP00146,Draft,EMP00190,,2024-06-23 00:00:00,2024-07-11 00:00:00,48046,347.28,-64855.85,447.28,37538.5
4123,20240923,2024-09-23 00:00:00,ACC50001,BL003,EMP00160,V3_Final,Project-Based,Revenue,CC-7929,,59783.68,50325.25,19330.61,30149.54,EMP00209,Approved,EMP00216,,2024-10-02 00:00:00,2024-10-10 00:00:00,-9458.43,-15.82,40453.07,84.18,-29634.14
4124,20251109,2025-11-09 00:00:00,ACC30004,BL004,EMP00114,V2_Revised,Quarterly,OPEX,CC-7015,PROJ-001,51698.35,61429.02,11392.54,69547.04,EMP00011,Pending,EMP00060,,2025-11-13 00:00:00,2025-12-03 00:00:00,9730.67,18.82,40305.81,118.82,17848.69
4125,20250529,2025-05-29 00:00:00,ACC30004,BL004,EMP00176,V1_Original,Quarterly,OPEX,CC-4327,,23754.78,67653.95,79265.71,2878.99,EMP00040,Approved,EMP00190,,2025-06-02 00:00:00,2025-06-09 00:00:00,43899.17,184.8,-55510.93,284.8,-20875.79
4126,20250810,2025-08-10 00:00:00,ACC10002,BL006,EMP00212,V2_Revised,Annual,Revenue,CC-3556,,47061.51,96974.36,37719.78,65752.83,EMP00187,Approved,EMP00145,,2025-08-13 00:00:00,2025-08-24 00:00:00,49912.85,106.06,9341.73,206.06,18691.32
4127,20240829,2024-08-29 00:00:00,ACC10001,BL003,EMP00040,V2_Revised,Monthly,Revenue,CC-1264,PROJ-001,68293.82,104125.78,44599.09,50878.65,EMP00064,Pending,EMP00020,On Track,2024-09-08 00:00:00,2024-09-16 00:00:00,35831.96,52.47,23694.73,152.47,-17415.17
4128,20230611,2023-06-11 00:00:00,ACC20002,BL006,EMP00245,V3_Final,Monthly,Revenue,CC-3206,PROJ-002,19054.37,50247.63,92037.35,21248.96,EMP00243,Approved,EMP00199,,2023-06-20 00:00:00,2023-06-17 00:00:00,31193.26,163.71,-72982.98,263.71,2194.59
4129,20230830,2023-08-30 00:00:00,ACC40002,BL003,EMP00189,V2_Revised,Quarterly,CAPEX,CC-4579,PROJ-002,71169.91,8607.63,7978.34,85795.5,EMP00183,Pending,EMP00205,On Track,2023-09-06 00:00:00,2023-09-06 00:00:00,-62562.28,-87.91,63191.57,12.09,14625.59
4130,20240428,2024-04-28 00:00:00,ACC30001,BL002,EMP00178,V3_Final,Project-Based,Revenue,CC-7104,,60757.17,36200.06,28436.89,18651.6,EMP00078,Approved,EMP00216,,2024-05-11 00:00:00,2024-05-14 00:00:00,-24557.11,-40.42,32320.28,59.58,-42105.57
4131,20231012,2023-10-12 00:00:00,ACC30002,BL004,EMP00189,V2_Revised,Project-Based,OPEX,CC-7130,,22707.05,63937.72,93842.62,87076.25,EMP00111,Draft,EMP00232,,2023-10-16 00:00:00,2023-10-19 00:00:00,41230.67,181.58,-71135.57,281.58,64369.2
4132,20240920,2024-09-20 00:00:00,ACC30003,BL005,EMP00008,V1_Original,Annual,OPEX,CC-9317,PROJ-001,86725.29,4746.31,41294.63,73173.95,EMP00157,Approved,EMP00145,,2024-09-27 00:00:00,2024-10-17 00:00:00,-81978.98,-94.53,45430.66,5.47,-13551.34
4133,20240726,2024-07-26 00:00:00,ACC40003,BL006,EMP00066,V3_Final,Quarterly,CAPEX,CC-6308,,44806,79308.54,40847.39,53066.04,EMP00068,Approved,EMP00080,,2024-07-28 00:00:00,2024-08-02 00:00:00,34502.54,77,3958.61,177,8260.04
4134,20251011,2025-10-11 00:00:00,ACC30001,BL003,EMP00135,V3_Final,Quarterly,Headcount,CC-7390,,99295.93,89606.42,30438.68,3614.59,EMP00148,Approved,EMP00100,,2025-10-15 00:00:00,2025-10-25 00:00:00,-9689.51,-9.76,68857.25,90.24,-95681.34
4135,20240611,2024-06-11 00:00:00,ACC30003,BL002,EMP00175,V2_Revised,Project-Based,OPEX,CC-6690,PROJ-001,7546.45,30758.63,55357.75,3834.36,EMP00107,Approved,EMP00013,,2024-06-23 00:00:00,2024-06-23 00:00:00,23212.18,307.59,-47811.3,407.59,-3712.09
4136,20250821,2025-08-21 00:00:00,ACC50001,BL002,EMP00122,V1_Original,Project-Based,OPEX,CC-7324,,12094.5,15662.39,45009.55,25650.96,EMP00172,Approved,EMP00061,,2025-08-31 00:00:00,2025-09-15 00:00:00,3567.89,29.5,-32915.05,129.5,13556.46
4137,20251025,2025-10-25 00:00:00,ACC30004,BL006,EMP00077,V3_Final,Monthly,Headcount,CC-4719,,13635.62,35192.09,39593.13,13300.96,EMP00026,Approved,EMP00136,Under Budget,2025-11-04 00:00:00,2025-11-05 00:00:00,21556.47,158.09,-25957.51,258.09,-334.66
4138,20240628,2024-06-28 00:00:00,ACC30003,BL002,EMP00143,V2_Revised,Annual,OPEX,CC-2814,,21021.92,42031.54,34762,3814.98,EMP00056,Pending,EMP00136,,2024-06-29 00:00:00,2024-07-16 00:00:00,21009.62,99.94,-13740.08,199.94,-17206.94
4139,20250814,2025-08-14 00:00:00,ACC30004,BL005,EMP00008,V3_Final,Quarterly,Revenue,CC-7816,,10602.48,101642.87,4310.05,75961.13,EMP00066,Approved,EMP00217,Over Budget,2025-08-16 00:00:00,2025-09-12 00:00:00,91040.39,858.67,6292.43,958.67,65358.65
4140,20230519,2023-05-19 00:00:00,ACC40001,BL006,EMP00225,V3_Final,Rolling,OPEX,CC-2297,PROJ-001,48871.85,55600.69,79262.34,31684.22,EMP00180,Approved,EMP00136,Over Budget,2023-05-24 00:00:00,2023-05-28 00:00:00,6728.84,13.77,-30390.49,113.77,-17187.63
4141,20240614,2024-06-14 00:00:00,ACC40003,BL002,EMP00215,V3_Final,Annual,Revenue,CC-1901,,56923.44,2225.6,39431.32,26629.94,EMP00203,Approved,EMP00145,On Track,2024-06-28 00:00:00,2024-06-14 00:00:00,-54697.84,-96.09,17492.12,3.91,-30293.5
4142,20240421,2024-04-21 00:00:00,ACC20001,BL006,EMP00066,V1_Original,Quarterly,Revenue,CC-5512,,66662.39,76598.94,23037.12,86448.32,EMP00188,Draft,EMP00232,,2024-05-04 00:00:00,2024-05-19 00:00:00,9936.55,14.91,43625.27,114.91,19785.93
4143,20230417,2023-04-17 00:00:00,ACC20002,BL003,EMP00160,V2_Revised,Annual,Revenue,CC-9171,,91816.6,28989.87,81434.04,67039.37,EMP00162,Approved,EMP00080,,2023-04-23 00:00:00,2023-04-25 00:00:00,-62826.73,-68.43,10382.56,31.57,-24777.23
4144,20250805,2025-08-05 00:00:00,ACC40001,BL003,EMP00176,V3_Final,Annual,Revenue,CC-5493,PROJ-001,52996.44,51386.47,80628.23,39181.28,EMP00049,Pending,EMP00199,Over Budget,2025-08-06 00:00:00,2025-09-01 00:00:00,-1609.97,-3.04,-27631.79,96.96,-13815.16
4145,20230614,2023-06-14 00:00:00,ACC50001,BL001,EMP00077,V3_Final,Annual,OPEX,CC-4811,,13157.54,44204.14,21608.1,94871.45,EMP00033,Approved,EMP00082,Over Budget,2023-06-27 00:00:00,2023-07-05 00:00:00,31046.6,235.96,-8450.56,335.96,81713.91
4146,20250115,2025-01-15 00:00:00,ACC30003,BL002,EMP00245,V3_Final,Monthly,Revenue,CC-7883,PROJ-001,48082.25,36161.48,1851.42,57260.42,EMP00137,Approved,EMP00099,,2025-01-18 00:00:00,2025-02-10 00:00:00,-11920.77,-24.79,46230.83,75.21,9178.17
4147,20250822,2025-08-22 00:00:00,ACC30003,BL005,EMP00227,V1_Original,Project-Based,CAPEX,CC-6914,,1619.03,22572.62,71550.69,20707.52,EMP00239,Approved,EMP00159,Over Budget,2025-09-01 00:00:00,2025-08-30 00:00:00,20953.59,1294.21,-69931.66,1394.21,19088.49
4148,20251010,2025-10-10 00:00:00,ACC40002,BL003,EMP00124,V3_Final,Quarterly,OPEX,CC-8330,,20468.98,94506.91,29974.71,100657.04,EMP00179,Pending,EMP00222,,2025-10-13 00:00:00,2025-10-20 00:00:00,74037.93,361.71,-9505.73,461.71,80188.06
4149,20230310,2023-03-10 00:00:00,ACC40002,BL005,EMP00034,V2_Revised,Monthly,Revenue,CC-2921,,50543.41,50082.06,10570.72,22448.83,EMP00215,Approved,EMP00054,Needs Review,2023-03-17 00:00:00,2023-04-04 00:00:00,-461.35,-0.91,39972.69,99.09,-28094.58
4150,20250122,2025-01-22 00:00:00,ACC30003,BL004,EMP00143,V2_Revised,Monthly,OPEX,CC-9472,PROJ-001,58858.97,69287.41,81673.94,72694.46,EMP00160,Approved,EMP00223,,2025-01-28 00:00:00,2025-01-24 00:00:00,10428.44,17.72,-22814.97,117.72,13835.49
4151,20250104,2025-01-04 00:00:00,ACC30004,BL001,EMP00039,V1_Original,Rolling,OPEX,CC-6785,,26976.94,51883.51,42566.42,73891.67,EMP00248,Approved,EMP00121,Over Budget,2025-01-17 00:00:00,2025-01-31 00:00:00,24906.57,92.33,-15589.48,192.33,46914.73
4152,20230131,2023-01-31 00:00:00,ACC50001,BL005,EMP00250,V1_Original,Annual,OPEX,CC-4430,PROJ-001,76418.03,108854.41,90584.86,92408.59,EMP00216,Approved,EMP00136,On Track,2023-02-02 00:00:00,2023-02-08 00:00:00,32436.38,42.45,-14166.83,142.45,15990.56
4153,20230828,2023-08-28 00:00:00,ACC10001,BL005,EMP00135,V2_Revised,Quarterly,Revenue,CC-3832,PROJ-001,69705.72,85537.15,37515.45,16171.4,EMP00102,Approved,EMP00047,,2023-09-01 00:00:00,2023-09-25 00:00:00,15831.43,22.71,32190.27,122.71,-53534.32
4154,20240522,2024-05-22 00:00:00,ACC30002,BL002,EMP00039,V2_Revised,Project-Based,OPEX,CC-1436,,11925.95,30960.9,27933.33,82989.25,EMP00193,Approved,EMP00076,,2024-05-24 00:00:00,2024-05-24 00:00:00,19034.95,159.61,-16007.38,259.61,71063.3
4155,20250819,2025-08-19 00:00:00,ACC30004,BL004,EMP00203,V2_Revised,Rolling,OPEX,CC-3461,,79630.56,7952.83,5817.26,13818.23,EMP00173,Approved,EMP00190,Under Budget,2025-08-26 00:00:00,2025-09-01 00:00:00,-71677.73,-90.01,73813.3,9.99,-65812.33
4156,20250823,2025-08-23 00:00:00,ACC40003,BL002,EMP00112,V2_Revised,Project-Based,OPEX,CC-3414,PROJ-002,97706.02,58792.34,76848.15,72977.68,EMP00150,Draft,EMP00223,Under Budget,2025-09-05 00:00:00,2025-09-16 00:00:00,-38913.68,-39.83,20857.87,60.17,-24728.34
4157,20230203,2023-02-03 00:00:00,ACC10001,BL005,EMP00160,V2_Revised,Project-Based,OPEX,CC-3979,,72869.9,66966.64,10568.93,15825,EMP00169,Draft,EMP00159,,2023-02-14 00:00:00,2023-02-16 00:00:00,-5903.26,-8.1,62300.97,91.9,-57044.9
4158,20251013,2025-10-13 00:00:00,ACC20002,BL004,EMP00099,V1_Original,Monthly,Revenue,CC-9068,PROJ-002,98601.23,8277.86,60749.06,25117.3,EMP00153,Approved,EMP00098,On Track,2025-10-24 00:00:00,2025-10-16 00:00:00,-90323.37,-91.6,37852.17,8.4,-73483.93
4159,20250626,2025-06-26 00:00:00,ACC20001,BL001,EMP00122,V3_Final,Annual,OPEX,CC-4872,PROJ-001,5858.26,48903.82,40956.81,98741.85,EMP00093,Approved,EMP00147,Over Budget,2025-07-07 00:00:00,2025-07-06 00:00:00,43045.56,734.78,-35098.55,834.78,92883.59
4160,20230721,2023-07-21 00:00:00,ACC60001,BL001,EMP00163,V2_Revised,Rolling,OPEX,CC-6919,,7468.15,9057.6,31544.63,102001.24,EMP00013,Pending,EMP00198,,2023-08-03 00:00:00,2023-08-16 00:00:00,1589.45,21.28,-24076.48,121.28,94533.09
4161,20241207,2024-12-07 00:00:00,ACC30001,BL004,EMP00084,V2_Revised,Annual,Revenue,CC-1460,PROJ-001,54765.09,90954.95,40564.41,90311.49,EMP00150,Approved,EMP00136,,2024-12-14 00:00:00,2024-12-14 00:00:00,36189.86,66.08,14200.68,166.08,35546.4
4162,20231007,2023-10-07 00:00:00,ACC40001,BL004,EMP00079,V1_Original,Annual,Revenue,CC-8550,,49802.35,18106.77,71417,14362.55,EMP00203,Approved,EMP00232,,2023-10-09 00:00:00,2023-10-11 00:00:00,-31695.58,-63.64,-21614.65,36.36,-35439.8
4163,20230617,2023-06-17 00:00:00,ACC50001,BL004,EMP00135,V1_Original,Rolling,OPEX,CC-4683,PROJ-002,37452.5,58538.76,20317.44,1942.63,EMP00004,Approved,EMP00121,,2023-06-26 00:00:00,2023-07-11 00:00:00,21086.26,56.3,17135.06,156.3,-35509.87
4164,20240112,2024-01-12 00:00:00,ACC30003,BL001,EMP00087,V3_Final,Monthly,OPEX,CC-5501,,45302.96,45911.76,3244.32,62965.38,EMP00090,Pending,EMP00193,,2024-01-13 00:00:00,2024-01-31 00:00:00,608.8,1.34,42058.64,101.34,17662.42
4165,20231005,2023-10-05 00:00:00,ACC50001,BL006,EMP00192,V3_Final,Monthly,CAPEX,CC-8738,,79667.9,100850.82,53435.8,103562.85,EMP00168,Approved,EMP00009,,2023-10-08 00:00:00,2023-10-31 00:00:00,21182.92,26.59,26232.1,126.59,23894.95
4166,20250713,2025-07-13 00:00:00,ACC60001,BL004,EMP00163,V2_Revised,Quarterly,OPEX,CC-8734,,99295.26,97906.32,58763.2,38652.33,EMP00202,Approved,EMP00216,Needs Review,2025-07-19 00:00:00,2025-07-20 00:00:00,-1388.94,-1.4,40532.06,98.6,-60642.93
4167,20231202,2023-12-02 00:00:00,ACC10001,BL001,EMP00148,V3_Final,Monthly,CAPEX,CC-5601,,32419.4,97073.32,67860.42,49593.75,EMP00137,Approved,EMP00041,On Track,2023-12-06 00:00:00,2023-12-24 00:00:00,64653.92,199.43,-35441.02,299.43,17174.35
4168,20251012,2025-10-12 00:00:00,ACC50002,BL003,EMP00250,V1_Original,Monthly,Headcount,CC-3699,PROJ-003,75347.61,81687.97,49914.89,50581.47,EMP00203,Pending,EMP00063,Over Budget,2025-10-26 00:00:00,2025-11-06 00:00:00,6340.36,8.41,25432.72,108.41,-24766.14
4169,20230323,2023-03-23 00:00:00,ACC30002,BL006,EMP00007,V1_Original,Monthly,CAPEX,CC-1538,PROJ-001,13634.27,74663.2,32540.07,52970.01,EMP00092,Pending,EMP00027,,2023-03-31 00:00:00,2023-04-03 00:00:00,61028.93,447.61,-18905.8,547.61,39335.74
4170,20250105,2025-01-05 00:00:00,ACC30004,BL004,EMP00203,V2_Revised,Annual,OPEX,CC-1181,,32879.31,88408.52,58367.34,101936.3,EMP00051,Pending,EMP00026,,2025-01-10 00:00:00,2025-01-08 00:00:00,55529.21,168.89,-25488.03,268.89,69056.99
4171,20230725,2023-07-25 00:00:00,ACC40002,BL005,EMP00237,V3_Final,Monthly,Headcount,CC-6332,,29052.75,29893.97,78783.92,91953.46,EMP00233,Pending,EMP00145,Needs Review,2023-08-01 00:00:00,2023-07-26 00:00:00,841.22,2.9,-49731.17,102.9,62900.71
4172,20250908,2025-09-08 00:00:00,ACC20001,BL003,EMP00074,V3_Final,Quarterly,OPEX,CC-6365,,43455.25,82112.57,81300.57,80344.6,EMP00108,Pending,EMP00226,Under Budget,2025-09-12 00:00:00,2025-09-14 00:00:00,38657.32,88.96,-37845.32,188.96,36889.35
4173,20250208,2025-02-08 00:00:00,ACC30003,BL001,EMP00212,V2_Revised,Quarterly,OPEX,CC-4661,PROJ-001,38363.5,91191.68,33386.74,30370.66,EMP00023,Approved,EMP00199,,2025-02-10 00:00:00,2025-02-26 00:00:00,52828.18,137.7,4976.76,237.7,-7992.84
4174,20230612,2023-06-12 00:00:00,ACC30002,BL004,EMP00074,V3_Final,Monthly,CAPEX,CC-2206,PROJ-003,62749.83,47160.33,58366.13,52347.77,EMP00174,Pending,EMP00199,,2023-06-14 00:00:00,2023-06-26 00:00:00,-15589.5,-24.84,4383.7,75.16,-10402.06
4175,20230828,2023-08-28 00:00:00,ACC20002,BL002,EMP00114,V3_Final,Project-Based,Headcount,CC-4879,PROJ-002,11559.05,32549.77,82267.09,87626.57,EMP00091,Approved,EMP00063,,2023-09-05 00:00:00,2023-09-05 00:00:00,20990.72,181.6,-70708.04,281.6,76067.52
4176,20250917,2025-09-17 00:00:00,ACC10001,BL006,EMP00212,V3_Final,Monthly,Revenue,CC-8093,PROJ-003,26075.08,74750.39,38568.99,83704.85,EMP00092,Approved,EMP00199,,2025-09-28 00:00:00,2025-10-14 00:00:00,48675.31,186.67,-12493.91,286.67,57629.77
4177,20240824,2024-08-24 00:00:00,ACC30002,BL002,EMP00135,V2_Revised,Annual,OPEX,CC-5653,,18237.68,80996,61496.5,61909.7,EMP00096,Draft,EMP00196,,2024-08-30 00:00:00,2024-09-01 00:00:00,62758.32,344.11,-43258.82,444.11,43672.02
4178,20240815,2024-08-15 00:00:00,ACC40001,BL002,EMP00097,V3_Final,Quarterly,OPEX,CC-3933,,15121.09,4223.63,83556.78,9489.8,EMP00049,Approved,EMP00078,On Track,2024-08-16 00:00:00,2024-09-01 00:00:00,-10897.46,-72.07,-68435.69,27.93,-5631.29
4179,20241208,2024-12-08 00:00:00,ACC10002,BL001,EMP00245,V1_Original,Project-Based,Headcount,CC-3034,,52785.79,45116.59,73037.75,90193.83,EMP00081,Approved,EMP00205,,2024-12-13 00:00:00,2025-01-06 00:00:00,-7669.2,-14.53,-20251.96,85.47,37408.04
4180,20251125,2025-11-25 00:00:00,ACC50002,BL002,EMP00009,V3_Final,Monthly,Headcount,CC-9091,PROJ-002,71975.93,109148.54,29451.24,64296.21,EMP00059,Draft,EMP00190,,2025-12-02 00:00:00,2025-12-09 00:00:00,37172.61,51.65,42524.69,151.65,-7679.72
4181,20250823,2025-08-23 00:00:00,ACC50002,BL004,EMP00236,V2_Revised,Quarterly,CAPEX,CC-6350,,42271.72,21514.2,93495.64,32705.62,EMP00141,Approved,EMP00226,,2025-08-26 00:00:00,2025-09-11 00:00:00,-20757.52,-49.1,-51223.92,50.9,-9566.1
4182,20240318,2024-03-18 00:00:00,ACC40002,BL001,EMP00194,V1_Original,Monthly,OPEX,CC-8668,,67968.26,38798.61,55762.92,40368.75,EMP00028,Approved,EMP00009,Over Budget,2024-03-23 00:00:00,2024-03-24 00:00:00,-29169.65,-42.92,12205.34,57.08,-27599.51
4183,20251024,2025-10-24 00:00:00,ACC60001,BL004,EMP00176,V2_Revised,Monthly,OPEX,CC-8602,,65351.77,105460.53,63001.47,89775.98,EMP00211,Approved,EMP00199,,2025-10-30 00:00:00,2025-11-05 00:00:00,40108.76,61.37,2350.3,161.37,24424.21
4184,20250811,2025-08-11 00:00:00,ACC30003,BL005,EMP00114,V2_Revised,Monthly,Revenue,CC-5143,PROJ-002,42527.19,42192.42,47500.29,104730.01,EMP00093,Pending,EMP00046,Over Budget,2025-08-14 00:00:00,2025-08-29 00:00:00,-334.77,-0.79,-4973.1,99.21,62202.82
4185,20250516,2025-05-16 00:00:00,ACC30002,BL002,EMP00096,V3_Final,Monthly,OPEX,CC-4893,PROJ-001,74255.35,88052.59,59612.32,73672.44,EMP00006,Pending,EMP00136,On Track,2025-05-26 00:00:00,2025-05-19 00:00:00,13797.24,18.58,14643.03,118.58,-582.91
4186,20231005,2023-10-05 00:00:00,ACC50001,BL004,EMP00009,V1_Original,Monthly,OPEX,CC-9375,,68764.43,100101.85,52069.78,10588.29,EMP00007,Pending,EMP00082,On Track,2023-10-06 00:00:00,2023-10-26 00:00:00,31337.42,45.57,16694.65,145.57,-58176.14
4187,20250112,2025-01-12 00:00:00,ACC40002,BL002,EMP00010,V3_Final,Quarterly,Headcount,CC-7078,PROJ-001,96524.36,81074.1,31664.95,29466.59,EMP00042,Approved,EMP00161,On Track,2025-01-24 00:00:00,2025-01-22 00:00:00,-15450.26,-16.01,64859.41,83.99,-67057.77
4188,20250922,2025-09-22 00:00:00,ACC40002,BL002,EMP00203,V2_Revised,Monthly,Revenue,CC-4764,,75160.33,16089.01,62900.77,87016.2,EMP00236,Approved,EMP00223,Under Budget,2025-10-03 00:00:00,2025-09-26 00:00:00,-59071.32,-78.59,12259.56,21.41,11855.87
4189,20230123,2023-01-23 00:00:00,ACC40001,BL001,EMP00200,V3_Final,Monthly,OPEX,CC-2772,,88720.58,91752.33,75077.42,89237.88,EMP00070,Rejected,EMP00093,Under Budget,2023-01-27 00:00:00,2023-01-28 00:00:00,3031.75,3.42,13643.16,103.42,517.3
4190,20241108,2024-11-08 00:00:00,ACC30004,BL001,EMP00019,V1_Original,Project-Based,Headcount,CC-3474,,59788.8,65242.03,60710.96,14396.69,EMP00023,Draft,EMP00216,,2024-11-20 00:00:00,2024-12-05 00:00:00,5453.23,9.12,-922.16,109.12,-45392.11
4191,20251223,2025-12-23 00:00:00,ACC10002,BL006,EMP00175,V2_Revised,Monthly,CAPEX,CC-2019,PROJ-003,14212.75,13919.62,72684.48,56212.07,EMP00232,Approved,EMP00136,Under Budget,2025-12-31 00:00:00,2026-01-07 00:00:00,-293.13,-2.06,-58471.73,97.94,41999.32
4192,20230317,2023-03-17 00:00:00,ACC40001,BL001,EMP00163,V2_Revised,Monthly,Headcount,CC-5177,PROJ-002,66717.11,98363.19,74661.46,10834.54,EMP00187,Approved,EMP00190,,2023-03-30 00:00:00,2023-03-20 00:00:00,31646.08,47.43,-7944.35,147.43,-55882.57
